port_name,type,number,geometry,H3_int_index_13,H3_int_index_10,H3_int_index_7
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128229055,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128207167,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128122687,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128224127,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492132223615,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492132227135,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128214335,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128189183,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128208191,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128210239,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128210367,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128231807,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128228991,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128228799,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128187967,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128225599,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128231743,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128229311,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128228671,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128121919,,
Al-basra oil terminal,berth,1,"POLYGON ((48.80833333 29.68166667, 48.808 29.68333333, 48.80863333 29.68321667, 48.80885 29.68313333, 48.80898333 29.68303333, 48.80898333 29.68276667, 48.80833333 29.68166667))",635792492128223487,,
