imo,type,number,start,end,Deadweight,ShiptypeLevel5,typnum,vessel_class,time_in,trip_number
9846483.0,anchorage,1,2021-05-07 04:31:54,2021-05-07 04:48:27,772.0,Chemical/Products Tanker,anchorage6,Sub Handysize,0 days 00:16:33,
9297321.0,berth,1,2021-05-07 21:34:33,2021-05-08 22:43:29,103194.0,Crude Oil Tanker,berth1,Aframax,1 days 01:08:56,1
9519717.0,berth,2,2021-05-08 04:03:11,2021-05-09 20:16:58,309988.0,Crude Oil Tanker,berth2,VLCC,1 days 16:13:47,1
9371787.0,anchorage,1,2021-05-09 11:13:00,2021-05-09 11:16:09,17998.0,Chemical/Products Tanker,anchorage6,Sub Handysize,0 days 00:03:09,
9737395.0,berth,1,2021-05-09 21:20:57,2021-05-10 23:51:19,113004.0,Crude Oil Tanker,berth1,Aframax,1 days 02:30:22,7
9420631.0,berth,1,2021-05-11 03:52:47,2021-05-11 23:48:17,107505.0,Crude Oil Tanker,berth1,Aframax,0 days 19:55:30,1
9731169.0,berth,2,2021-05-11 12:43:37,2021-05-13 06:31:16,299507.0,Crude Oil Tanker,berth2,VLCC,1 days 17:47:39,1
9288734.0,berth,1,2021-05-13 21:55:13,2021-05-14 18:57:17,105042.0,Crude Oil Tanker,berth1,Aframax,0 days 21:02:04,1
9411238.0,berth,2,2021-05-15 00:21:23,2021-05-16 04:53:24,158099.0,Crude Oil Tanker,berth2,Suezmax,1 days 04:32:01,1
9737371.0,berth,2,2021-05-16 14:14:23,2021-05-17 00:34:17,113651.0,Crude Oil Tanker,berth2,Aframax,0 days 10:19:54,1
9427639.0,berth,1,2021-05-17 07:28:20,2021-05-18 03:21:30,156827.0,Crude Oil Tanker,berth1,Suezmax,0 days 19:53:10,1
9268423.0,anchorage,1,2021-05-17 13:13:51,2021-05-17 13:24:33,18736.0,Chemical/Products Tanker,anchorage5,Sub Handysize,0 days 00:10:42,
9427639.0,anchorage,1,2021-05-18 03:41:30,2021-05-18 03:42:28,156827.0,Crude Oil Tanker,anchorage3,Suezmax,0 days 00:00:58,2
9397808.0,anchorage,1,2021-05-18 05:23:04,2021-05-18 05:35:04,111402.0,Crude Oil Tanker,anchorage13,Aframax,0 days 00:12:00,1
9397808.0,berth,1,2021-05-18 07:50:23,2021-05-19 03:22:34,111402.0,Crude Oil Tanker,berth1,Aframax,0 days 19:32:11,1
9737395.0,berth,3,2021-05-18 16:31:56,2021-05-19 13:27:15,113004.0,Crude Oil Tanker,berth3,Aframax,0 days 20:55:19,8
9783708.0,berth,2,2021-05-19 08:21:03,2021-05-21 03:52:37,298858.0,Crude Oil Tanker,berth2,VLCC,1 days 19:31:34,1
9344423.0,anchorage,1,2021-05-19 20:54:23,2021-05-19 21:05:21,16979.0,Chemical/Products Tanker,anchorage7,Sub Handysize,0 days 00:10:58,
9703320.0,berth,1,2021-05-21 11:16:39,2021-05-22 07:25:52,109900.0,Crude/Oil Products Tanker,berth1,Aframax,0 days 20:09:13,1
9594133.0,berth,3,2021-05-21 22:34:02,2021-05-22 23:43:19,158640.0,Crude Oil Tanker,berth3,Suezmax,1 days 01:09:17,1
9403475.0,berth,1,2021-05-22 11:27:49,2021-05-23 08:42:06,106246.0,Crude Oil Tanker,berth1,Aframax,0 days 21:14:17,2
9288734.0,berth,1,2021-05-23 21:43:19,2021-05-24 17:13:39,105042.0,Crude Oil Tanker,berth1,Aframax,0 days 19:30:20,2
9420643.0,berth,3,2021-05-23 22:01:58,2021-05-24 21:14:17,107467.0,Crude Oil Tanker,berth3,Aframax,0 days 23:12:19,1
9874911.0,berth,2,2021-05-26 10:52:24,2021-05-28 04:56:08,299420.0,Crude Oil Tanker,berth2,VLCC,1 days 18:03:44,1
9843211.0,berth,3,2021-05-26 23:52:19,2021-05-28 02:35:36,111964.0,Crude Oil Tanker,berth3,Aframax,1 days 02:43:17,1
9297321.0,berth,1,2021-05-27 13:09:52,2021-05-28 16:30:24,103194.0,Crude Oil Tanker,berth1,Aframax,1 days 03:20:32,2
9737383.0,berth,3,2021-05-28 07:17:37,2021-05-29 05:46:27,112949.0,Crude Oil Tanker,berth3,Aframax,0 days 22:28:50,5
9341184.0,anchorage,1,2021-05-29 11:05:23,2021-05-29 11:07:34,16613.0,Chemical/Products Tanker,anchorage6,Sub Handysize,0 days 00:02:11,
9823003.0,berth,2,2021-05-29 11:16:06,2021-05-31 05:42:10,317975.0,Crude Oil Tanker,berth2,VLCC,1 days 18:26:04,1
9346885.0,berth,4,2021-05-29 23:52:50,2021-05-30 23:23:04,110295.0,Crude/Oil Products Tanker,berth4,Aframax,0 days 23:30:14,1
9843211.0,berth,3,2021-05-30 21:02:36,2021-05-31 15:31:39,111964.0,Crude Oil Tanker,berth3,Aframax,0 days 18:29:03,2
9271884.0,anchorage,1,2021-05-30 23:02:01,2021-05-30 23:05:01,17653.0,Chemical/Products Tanker,anchorage6,Sub Handysize,0 days 00:03:00,
9255488.0,anchorage,1,2021-05-31 01:08:58,2021-05-31 01:13:37,32464.0,Products Tanker,anchorage10,Handysize,0 days 00:04:39,
9818216.0,berth,3,2021-05-31 22:06:03,2021-06-02 03:44:09,157338.0,Crude Oil Tanker,berth3,Suezmax,1 days 05:38:06,1
9803285.0,berth,3,2021-06-03 15:45:32,2021-06-04 17:22:19,156424.0,Crude Oil Tanker,berth3,Suezmax,1 days 01:36:47,1
9711468.0,berth,4,2021-06-04 09:01:25,2021-06-05 19:49:03,113998.0,Crude/Oil Products Tanker,berth4,Aframax,1 days 10:47:38,1
9795074.0,anchorage,1,2021-06-04 12:55:22,2021-06-04 13:40:41,113049.0,Crude Oil Tanker,anchorage12,Aframax,0 days 00:45:19,5.0
9795074.0,berth,1,2021-06-04 14:18:56,2021-06-05 16:37:05,113049.0,Crude Oil Tanker,berth1,Aframax,1 days 02:18:09,5.0
9301873.0,anchorage,1,2021-06-04 17:58:50,2021-06-04 18:03:23,17349.0,Chemical/Products Tanker,anchorage6,Sub Handysize,0 days 00:04:33,
9703320.0,berth,4,2021-06-06 21:31:21,2021-06-07 18:17:20,109900.0,Crude/Oil Products Tanker,berth4,Aframax,0 days 20:45:59,2
9594781.0,berth,3,2021-06-07 00:59:12,2021-06-08 02:42:21,158542.0,Crude Oil Tanker,berth3,Suezmax,1 days 01:43:09,1
9645425.0,berth,2,2021-06-07 05:51:18,2021-06-08 08:30:44,158888.0,Crude Oil Tanker,berth2,Suezmax,1 days 02:39:26,1
9422536.0,berth,1,2021-06-08 00:10:40,2021-06-09 04:50:59,115459.0,Crude Oil Tanker,berth1,Aframax,1 days 04:40:19,1
9784013.0,berth,3,2021-06-09 00:38:51,2021-06-10 05:44:45,157162.0,Crude/Oil Products Tanker,berth3,Suezmax,1 days 05:05:54,1
9420631.0,berth,3,2021-06-10 14:00:24,2021-06-11 11:03:46,107505.0,Crude Oil Tanker,berth3,Aframax,0 days 21:03:22,2
9645425.0,berth,2,2021-06-11 00:08:16,2021-06-12 00:41:00,158888.0,Crude Oil Tanker,berth2,Suezmax,1 days 00:32:44,2
9826720.0,berth,3,2021-06-11 17:04:52,2021-06-12 02:37:26,113170.0,Crude Oil Tanker,berth3,Aframax,0 days 09:32:34,1
9767340.0,berth,2,2021-06-12 01:17:43,2021-06-12 18:57:31,109896.0,Crude/Oil Products Tanker,berth2,Aframax,0 days 17:39:48,2
9325049.0,berth,3,2021-06-12 05:33:43,2021-06-13 11:30:50,158425.0,Crude Oil Tanker,berth3,Suezmax,1 days 05:57:07,1
9413559.0,berth,4,2021-06-12 20:27:08,2021-06-14 09:22:20,111107.0,Crude/Oil Products Tanker,berth4,Aframax,1 days 12:55:12,2
9724350.0,berth,1,2021-06-12 23:57:17,2021-06-14 06:24:30,112939.0,Crude Oil Tanker,berth1,Aframax,1 days 06:27:13,8
9341328.0,anchorage,1,2021-06-14 06:38:44,2021-06-14 06:45:03,15212.0,Chemical/Products Tanker,anchorage7,Sub Handysize,0 days 00:06:19,
9818058.0,berth,2,2021-06-15 00:45:29,2021-06-15 19:03:24,112459.0,Crude Oil Tanker,berth2,Aframax,0 days 18:17:55,1
9843211.0,berth,1,2021-06-15 22:02:50,2021-06-16 18:47:46,111964.0,Crude Oil Tanker,berth1,Aframax,0 days 20:44:56,3
9826847.0,berth,2,2021-06-16 00:08:29,2021-06-18 03:30:26,308121.0,Crude Oil Tanker,berth2,VLCC,2 days 03:21:57,1
9890599.0,anchorage,1,2021-06-16 19:09:23,2021-06-16 20:57:23,17999.0,Chemical/Products Tanker,anchorage4,Sub Handysize,0 days 01:48:00,
9413547.0,berth,1,2021-06-17 15:55:50,2021-06-19 01:35:54,111107.0,Crude/Oil Products Tanker,berth1,Aframax,1 days 09:40:04,1.0
9407445.0,berth,4,2021-06-18 06:04:40,2021-06-19 02:28:40,112922.0,Crude Oil Tanker,berth4,Aframax,0 days 20:24:00,2
9777931.0,berth,2,2021-06-18 07:18:48,2021-06-19 06:30:06,112870.0,Crude Oil Tanker,berth2,Aframax,0 days 23:11:18,1
9413547.0,anchorage,1,2021-06-19 01:56:55,2021-06-19 01:59:04,111107.0,Crude/Oil Products Tanker,anchorage3,Aframax,0 days 00:02:09,
9782522.0,berth,2,2021-06-19 07:13:03,2021-06-21 05:11:17,312328.0,Crude Oil Tanker,berth2,VLCC,1 days 21:58:14,2
9528794.0,berth,2,2021-06-21 10:25:35,2021-06-23 21:07:46,318130.0,Crude Oil Tanker,berth2,VLCC,2 days 10:42:11,1
9703320.0,berth,4,2021-06-21 21:51:41,2021-06-22 17:26:31,109900.0,Crude/Oil Products Tanker,berth4,Aframax,0 days 19:34:50,3
9857468.0,berth,4,2021-06-22 21:57:16,2021-06-23 20:24:25,111932.0,Crude Oil Tanker,berth4,Aframax,0 days 22:27:09,1
9488839.0,anchorage,1,2021-06-23 11:59:31,2021-06-23 12:07:00,11215.0,Chemical/Products Tanker,anchorage7,Sub Handysize,0 days 00:07:29,
9779965.0,berth,3,2021-06-24 10:52:11,2021-06-24 21:06:33,113563.0,Crude Oil Tanker,berth3,Aframax,0 days 10:14:22,5
9893022.0,berth,1,2021-06-24 22:39:17,2021-06-25 22:02:59,113306.0,Crude/Oil Products Tanker,berth1,Aframax,0 days 23:23:42,1
9317949.0,berth,3,2021-06-25 01:34:01,2021-06-25 20:50:12,116905.0,Crude/Oil Products Tanker,berth3,Aframax,0 days 19:16:11,1
9777931.0,berth,3,2021-06-27 01:31:20,2021-06-27 23:25:26,112870.0,Crude Oil Tanker,berth3,Aframax,0 days 21:54:06,2
9724350.0,berth,2,2021-06-29 14:12:13,2021-06-30 11:09:01,112939.0,Crude Oil Tanker,berth2,Aframax,0 days 20:56:48,9
9292204.0,berth,4,2021-06-29 23:57:28,2021-07-01 01:32:51,105926.0,Crude Oil Tanker,berth4,Aframax,1 days 01:35:23,4
9779965.0,berth,3,2021-06-30 08:11:27,2021-07-01 07:00:14,113563.0,Crude Oil Tanker,berth3,Aframax,0 days 22:48:47,6
9310525.0,berth,1,2021-07-01 23:48:11,2021-07-02 20:20:59,115338.0,Crude Oil Tanker,berth1,Aframax,0 days 20:32:48,2
9773040.0,berth,2,2021-07-02 10:03:30,2021-07-02 21:50:14,114456.0,Crude Oil Tanker,berth2,Aframax,0 days 11:46:44,1
9858450.0,berth,2,2021-07-03 09:02:34,2021-07-05 03:50:59,299999.0,Crude Oil Tanker,berth2,VLCC,1 days 18:48:25,2
9858450.0,berth,5,2021-07-05 07:09:35,2021-07-06 08:50:29,299999.0,Crude Oil Tanker,berth5,VLCC,1 days 01:40:54,3
9379208.0,berth,2,2021-07-05 17:04:06,2021-07-06 22:34:06,159021.0,Crude Oil Tanker,berth2,Suezmax,1 days 05:30:00,1
9399478.0,berth,3,2021-07-06 12:09:38,2021-07-08 00:12:51,157048.0,Crude Oil Tanker,berth3,Suezmax,1 days 12:03:13,1
9737400.0,berth,2,2021-07-07 13:29:12,2021-07-09 03:16:07,113039.0,Crude Oil Tanker,berth2,Aframax,1 days 13:46:55,2
9795062.0,berth,4,2021-07-09 18:26:01,2021-07-10 19:03:29,113416.0,Crude Oil Tanker,berth4,Aframax,1 days 00:37:28,2
9845233.0,berth,2,2021-07-10 23:56:42,2021-07-13 05:11:45,299682.0,Crude Oil Tanker,berth2,VLCC,2 days 05:15:03,1
9299769.0,berth,1,2021-07-11 00:09:34,2021-07-11 20:27:03,106061.0,Crude Oil Tanker,berth1,Aframax,0 days 20:17:29,1
9411331.0,berth,3,2021-07-11 06:38:32,2021-07-12 04:26:34,158033.0,Crude Oil Tanker,berth3,Suezmax,0 days 21:48:02,1
9724350.0,berth,1,2021-07-14 10:15:03,2021-07-15 10:23:37,112939.0,Crude Oil Tanker,berth1,Aframax,1 days 00:08:34,10
9310525.0,berth,4,2021-07-15 00:19:01,2021-07-16 05:56:40,115338.0,Crude Oil Tanker,berth4,Aframax,1 days 05:37:39,3
9390628.0,berth,2,2021-07-15 00:50:10,2021-07-16 01:31:49,159021.0,Crude Oil Tanker,berth2,Suezmax,1 days 00:41:39,1
9831294.0,berth,1,2021-07-16 09:53:43,2021-07-17 06:30:08,109994.0,Crude/Oil Products Tanker,berth1,Aframax,0 days 20:36:25,1
9773765.0,berth,1,2021-07-19 21:28:52,2021-07-20 17:24:59,112179.0,Crude Oil Tanker,berth1,Aframax,0 days 19:56:07,2
9843302.0,berth,2,2021-07-20 10:52:21,2021-07-22 02:16:23,319702.0,Crude Oil Tanker,berth2,VLCC,1 days 15:24:02,1
9745225.0,berth,3,2021-07-20 21:41:29,2021-07-21 23:47:06,158914.0,Crude Oil Tanker,berth3,Suezmax,1 days 02:05:37,1
9843572.0,berth,4,2021-07-21 21:46:50,2021-07-22 20:31:49,113095.0,Crude Oil Tanker,berth4,Aframax,0 days 22:44:59,1
9703320.0,berth,3,2021-07-22 00:31:13,2021-07-22 16:31:06,109900.0,Crude/Oil Products Tanker,berth3,Aframax,0 days 15:59:53,4
9831294.0,anchorage,1,2021-07-23 11:10:09,2021-07-23 12:53:10,109994.0,Crude/Oil Products Tanker,anchorage3,Aframax,0 days 01:43:01,2
9831294.0,berth,1,2021-07-23 13:57:28,2021-07-24 09:29:49,109994.0,Crude/Oil Products Tanker,berth1,Aframax,0 days 19:32:21,2
9271896.0,anchorage,1,2021-07-23 17:17:42,2021-07-23 18:20:40,17592.0,Chemical/Products Tanker,anchorage4,Sub Handysize,0 days 01:02:58,
9427639.0,berth,2,2021-07-24 01:15:55,2021-07-25 03:09:57,156827.0,Crude Oil Tanker,berth2,Suezmax,1 days 01:54:02,2
9724350.0,berth,1,2021-07-24 13:50:21,2021-07-25 11:27:23,112939.0,Crude Oil Tanker,berth1,Aframax,0 days 21:37:02,11
9331153.0,berth,3,2021-07-26 02:11:16,2021-07-26 13:30:08,114795.0,Crude Oil Tanker,berth3,Aframax,0 days 11:18:52,1
9845697.0,berth,2,2021-07-26 18:27:08,2021-07-28 23:51:45,318744.0,Crude Oil Tanker,berth2,VLCC,2 days 05:24:37,1
9298507.0,berth,3,2021-07-27 20:48:54,2021-07-30 12:36:54,50939.0,Chemical/Products Tanker,berth3,Handysize,2 days 15:48:00,1
9403475.0,berth,1,2021-07-29 10:28:13,2021-07-30 11:42:39,106246.0,Crude Oil Tanker,berth1,Aframax,1 days 01:14:26,3
9737395.0,berth,2,2021-07-29 18:43:49,2021-07-30 21:40:34,113004.0,Crude Oil Tanker,berth2,Aframax,1 days 02:56:45,9
9371878.0,anchorage,1,2021-07-30 05:25:13,2021-07-30 05:26:13,11317.0,Chemical/Products Tanker,anchorage7,Sub Handysize,0 days 00:01:00,
9431032.0,anchorage,1,2021-07-30 06:06:23,2021-07-30 06:15:19,7770.0,Chemical/Products Tanker,anchorage7,Sub Handysize,0 days 00:08:56,
9791004.0,berth,4,2021-07-30 09:45:32,2021-07-31 10:30:23,109898.0,Crude/Oil Products Tanker,berth4,Aframax,1 days 00:44:51,1
9337341.0,berth,3,2021-07-30 20:17:13,2021-08-03 13:23:27,110769.0,Crude Oil Tanker,berth3,Aframax,3 days 17:06:14,1
9346732.0,berth,1,2021-07-30 21:56:12,2021-07-31 17:52:43,115940.0,Crude Oil Tanker,berth1,Aframax,0 days 19:56:31,2
9762986.0,berth,2,2021-07-31 09:05:36,2021-08-02 04:08:00,299985.0,Crude Oil Tanker,berth2,VLCC,1 days 19:02:24,1
9737383.0,berth,2,2021-08-02 04:54:02,2021-08-02 23:50:14,112949.0,Crude Oil Tanker,berth2,Aframax,0 days 18:56:12,6
9440526.0,berth,2,2021-08-03 09:28:06,2021-08-04 06:46:19,112793.0,Crude/Oil Products Tanker,berth2,Aframax,0 days 21:18:13,1
9829095.0,berth,1,2021-08-03 13:18:58,2021-08-04 09:15:55,114218.0,Crude/Oil Products Tanker,berth1,Aframax,0 days 19:56:57,1
9317949.0,berth,1,2021-08-04 21:42:59,2021-08-05 18:44:38,116905.0,Crude/Oil Products Tanker,berth1,Aframax,0 days 21:01:39,2
9853266.0,berth,3,2021-08-05 00:00:14,2021-08-05 19:26:14,109998.0,Crude/Oil Products Tanker,berth3,Aframax,0 days 19:26:00,2
9455973.0,berth,2,2021-08-05 07:00:59,2021-08-07 07:34:14,320137.0,Crude Oil Tanker,berth2,ULCC,2 days 00:33:15,1
9802176.0,berth,1,2021-08-07 00:35:16,2021-08-08 15:43:36,114560.0,Crude Oil Tanker,berth1,Aframax,1 days 15:08:20,1
9772113.0,berth,2,2021-08-08 00:43:47,2021-08-09 02:11:50,158902.0,Crude Oil Tanker,berth2,Suezmax,1 days 01:28:03,1
9724350.0,berth,4,2021-08-08 12:04:30,2021-08-09 21:43:27,112939.0,Crude Oil Tanker,berth4,Aframax,1 days 09:38:57,12
9791004.0,berth,3,2021-08-09 22:11:24,2021-08-10 16:25:44,109898.0,Crude/Oil Products Tanker,berth3,Aframax,0 days 18:14:20,2
9795074.0,berth,1,2021-08-10 02:12:23,2021-08-10 23:12:20,113049.0,Crude Oil Tanker,berth1,Aframax,0 days 20:59:57,6.0
9765017.0,berth,2,2021-08-11 11:29:16,2021-08-12 02:32:43,114049.0,Crude/Oil Products Tanker,berth2,Aframax,0 days 15:03:27,1
9440382.0,berth,2,2021-08-12 21:56:40,2021-08-14 03:13:01,158007.0,Crude Oil Tanker,berth2,Suezmax,1 days 05:16:21,1
9413688.0,berth,1,2021-08-12 22:07:44,2021-08-13 18:52:52,115949.0,Crude Oil Tanker,berth1,Aframax,0 days 20:45:08,1
9438418.0,berth,3,2021-08-13 04:36:46,2021-08-14 08:27:25,158475.0,Crude Oil Tanker,berth3,Suezmax,1 days 03:50:39,1
9683049.0,berth,3,2021-08-15 04:24:16,2021-08-16 04:32:20,109475.0,Crude Oil Tanker,berth3,Aframax,1 days 00:08:04,1
9728710.0,berth,2,2021-08-15 17:13:25,2021-08-17 17:38:02,298991.0,Crude Oil Tanker,berth2,VLCC,2 days 00:24:37,1
9843572.0,anchorage,1,2021-08-15 21:12:43,2021-08-15 21:21:38,113095.0,Crude Oil Tanker,anchorage3,Aframax,0 days 00:08:55,2
9843572.0,berth,1,2021-08-15 21:49:47,2021-08-16 16:06:07,113095.0,Crude Oil Tanker,berth1,Aframax,0 days 18:16:20,2
9348297.0,anchorage,1,2021-08-16 11:26:16,2021-08-16 12:49:59,16745.0,Chemical/Products Tanker,anchorage6,Sub Handysize,0 days 01:23:43,
9389497.0,berth,3,2021-08-16 15:45:41,2021-08-19 09:41:47,37961.0,Chemical/Products Tanker,berth3,Handysize,2 days 17:56:06,1
9403475.0,berth,1,2021-08-17 00:05:28,2021-08-18 01:30:56,106246.0,Crude Oil Tanker,berth1,Aframax,1 days 01:25:28,4
9737400.0,berth,1,2021-08-18 21:35:34,2021-08-20 13:55:18,113039.0,Crude Oil Tanker,berth1,Aframax,1 days 16:19:44,3
9418597.0,berth,2,2021-08-19 00:41:22,2021-08-20 01:53:29,156493.0,Crude Oil Tanker,berth2,Suezmax,1 days 01:12:07,1
9346732.0,berth,3,2021-08-22 21:57:03,2021-08-23 17:24:18,115940.0,Crude Oil Tanker,berth3,Aframax,0 days 19:27:15,3
9796731.0,berth,1,2021-08-23 23:35:09,2021-08-24 17:35:10,114305.0,Crude/Oil Products Tanker,berth1,Aframax,0 days 18:00:01,1
9724075.0,anchorage,1,2021-08-24 19:08:52,2021-08-24 19:19:03,113736.0,Crude Oil Tanker,anchorage13,Aframax,0 days 00:10:11,3
9724075.0,berth,1,2021-08-24 21:55:12,2021-08-25 20:44:58,113736.0,Crude Oil Tanker,berth1,Aframax,0 days 22:49:46,3
9438418.0,berth,2,2021-08-24 22:25:14,2021-08-25 21:43:47,158475.0,Crude Oil Tanker,berth2,Suezmax,0 days 23:18:33,2
9737383.0,berth,3,2021-08-25 16:21:18,2021-08-26 12:52:26,112949.0,Crude Oil Tanker,berth3,Aframax,0 days 20:31:08,7
9288863.0,berth,1,2021-08-26 01:55:56,2021-08-26 23:48:48,115639.0,Crude Oil Tanker,berth1,Aframax,0 days 21:52:52,1
9411226.0,berth,3,2021-08-26 17:34:27,2021-08-27 18:58:14,158143.0,Crude Oil Tanker,berth3,Suezmax,1 days 01:23:47,1
9734109.0,berth,2,2021-08-28 16:03:04,2021-08-30 10:07:59,299999.0,Crude Oil Tanker,berth2,VLCC,1 days 18:04:55,2
9403475.0,berth,1,2021-08-28 21:40:03,2021-08-29 22:29:06,106246.0,Crude Oil Tanker,berth1,Aframax,1 days 00:49:03,5
9403475.0,anchorage,1,2021-08-29 22:55:08,2021-08-29 22:58:08,106246.0,Crude Oil Tanker,anchorage3,Aframax,0 days 00:03:00,6
9815604.0,berth,3,2021-08-30 00:23:44,2021-08-30 22:11:56,114218.0,Crude/Oil Products Tanker,berth3,Aframax,0 days 21:48:12,1
9479802.0,anchorage,1,2021-08-30 13:50:29,2021-08-30 14:01:39,6412.0,Chemical/Products Tanker,anchorage7,Sub Handysize,0 days 00:11:10,
9346732.0,berth,1,2021-08-30 16:36:00,2021-08-31 11:31:13,115940.0,Crude Oil Tanker,berth1,Aframax,0 days 18:55:13,4
9737400.0,berth,3,2021-08-30 23:49:20,2021-08-31 20:13:26,113039.0,Crude Oil Tanker,berth3,Aframax,0 days 20:24:06,4
9724350.0,berth,4,2021-08-31 02:13:39,2021-09-01 01:37:39,112939.0,Crude Oil Tanker,berth4,Aframax,0 days 23:24:00,13
9592290.0,berth,2,2021-08-31 19:03:45,2021-09-01 04:45:19,115723.0,Crude Oil Tanker,berth2,Aframax,0 days 09:41:34,1
9724075.0,berth,3,2021-09-01 11:04:27,2021-09-02 10:34:30,113736.0,Crude Oil Tanker,berth3,Aframax,0 days 23:30:03,4
9737383.0,berth,3,2021-09-03 17:52:27,2021-09-04 17:03:29,112949.0,Crude Oil Tanker,berth3,Aframax,0 days 23:11:02,8
9417323.0,berth,1,2021-09-03 21:44:40,2021-09-05 06:31:44,109011.0,Crude Oil Tanker,berth1,Aframax,1 days 08:47:04,1
9468530.0,anchorage,1,2021-09-04 02:57:39,2021-09-04 02:59:12,6003.0,Asphalt/Bitumen Tanker,anchorage9,Sub Handysize,0 days 00:01:33,
9708629.0,berth,2,2021-09-04 10:55:46,2021-09-06 15:30:39,49834.0,Chemical/Products Tanker,berth2,Handysize,2 days 04:34:53,1
9334038.0,berth,3,2021-09-04 17:50:20,2021-09-05 11:25:50,115867.0,Crude Oil Tanker,berth3,Aframax,0 days 17:35:30,1
9818228.0,berth,3,2021-09-05 23:45:16,2021-09-07 03:03:04,157526.0,Crude Oil Tanker,berth3,Suezmax,1 days 03:17:48,1
9592290.0,berth,2,2021-09-06 22:41:00,2021-09-08 09:33:12,115723.0,Crude Oil Tanker,berth2,Aframax,1 days 10:52:12,2
9780251.0,berth,1,2021-09-06 23:08:17,2021-09-08 10:27:27,109900.0,Crude/Oil Products Tanker,berth1,Aframax,1 days 11:19:10,1
9348297.0,anchorage,1,2021-09-08 13:52:15,2021-09-08 14:03:05,16745.0,Chemical/Products Tanker,anchorage6,Sub Handysize,0 days 00:10:50,
9305623.0,berth,1,2021-09-08 21:31:22,2021-09-10 04:23:54,117055.0,Crude/Oil Products Tanker,berth1,Aframax,1 days 06:52:32,1
9567702.0,berth,2,2021-09-10 10:03:11,2021-09-11 11:31:52,157539.0,Crude Oil Tanker,berth2,Suezmax,1 days 01:28:41,1
9417000.0,berth,1,2021-09-10 21:41:00,2021-09-12 06:26:28,107481.0,Crude Oil Tanker,berth1,Aframax,1 days 08:45:28,1
9318539.0,berth,3,2021-09-11 09:31:46,2021-09-12 10:11:14,166188.0,Crude Oil Tanker,berth3,Suezmax,1 days 00:39:28,1
9544683.0,anchorage,1,2021-09-12 00:18:02,2021-09-12 01:05:58,13214.0,Chemical/Products Tanker,anchorage9,Sub Handysize,0 days 00:47:56,
9417000.0,anchorage,1,2021-09-12 06:44:00,2021-09-12 06:47:08,107481.0,Crude Oil Tanker,anchorage3,Aframax,0 days 00:03:08,2
9403475.0,berth,1,2021-09-12 10:58:16,2021-09-13 10:28:48,106246.0,Crude Oil Tanker,berth1,Aframax,0 days 23:30:32,6
9589750.0,berth,3,2021-09-12 11:31:20,2021-09-13 17:15:56,158671.0,Crude Oil Tanker,berth3,Suezmax,1 days 05:44:36,1
9791004.0,berth,2,2021-09-12 22:41:45,2021-09-13 15:27:20,109898.0,Crude/Oil Products Tanker,berth2,Aframax,0 days 16:45:35,3
9724350.0,berth,1,2021-09-14 03:39:20,2021-09-14 23:51:06,112939.0,Crude Oil Tanker,berth1,Aframax,0 days 20:11:46,14
9799862.0,berth,3,2021-09-14 16:56:40,2021-09-15 11:03:07,115711.0,Crude/Oil Products Tanker,berth3,Aframax,0 days 18:06:27,3
9283978.0,anchorage,1,2021-09-15 12:32:24,2021-09-15 12:36:04,16600.0,Chemical/Products Tanker,anchorage7,Sub Handysize,0 days 00:03:40,
9404833.0,berth,2,2021-09-17 06:54:16,2021-09-18 06:44:13,159955.0,Crude Oil Tanker,berth2,Suezmax,0 days 23:49:57,1
9343340.0,berth,3,2021-09-18 00:32:48,2021-09-18 19:48:39,115577.0,Crude Oil Tanker,berth3,Aframax,0 days 19:15:51,1
9792852.0,berth,2,2021-09-18 07:44:58,2021-09-19 09:46:47,109900.0,Crude/Oil Products Tanker,berth2,Aframax,1 days 02:01:49,1
9408073.0,berth,2,2021-09-19 10:28:39,2021-09-20 13:03:05,156929.0,Crude Oil Tanker,berth2,Suezmax,1 days 02:34:26,1
9346732.0,berth,1,2021-09-19 21:38:14,2021-09-21 06:18:48,115940.0,Crude Oil Tanker,berth1,Aframax,1 days 08:40:34,5
9276573.0,berth,3,2021-09-21 00:42:32,2021-09-22 01:34:24,103622.0,Crude Oil Tanker,berth3,Aframax,1 days 00:51:52,1
9679593.0,berth,2,2021-09-21 04:29:14,2021-09-23 15:18:36,318513.0,Crude Oil Tanker,berth2,VLCC,2 days 10:49:22,1
9683013.0,berth,1,2021-09-21 21:47:15,2021-09-22 19:59:52,109693.0,Crude Oil Tanker,berth1,Aframax,0 days 22:12:37,1
9791004.0,berth,4,2021-09-25 07:11:17,2021-09-26 01:59:17,109898.0,Crude/Oil Products Tanker,berth4,Aframax,0 days 18:48:00,4
9297321.0,berth,3,2021-09-25 16:22:25,2021-09-26 20:05:50,103194.0,Crude Oil Tanker,berth3,Aframax,1 days 03:43:25,3
9417000.0,berth,1,2021-09-26 00:02:11,2021-09-26 21:20:36,107481.0,Crude Oil Tanker,berth1,Aframax,0 days 21:18:25,2
9762998.0,berth,2,2021-09-26 01:02:26,2021-09-27 22:16:17,299998.0,Crude Oil Tanker,berth2,VLCC,1 days 21:13:51,2
9773765.0,berth,3,2021-09-27 00:48:08,2021-09-27 19:02:18,112179.0,Crude Oil Tanker,berth3,Aframax,0 days 18:14:10,3
