imo,type,number,start,end,Deadweight,ShiptypeLevel5,typnum,vessel_class,time_in,trip_number
9413559.0,berth,3,2021-09-27 19:52:30,2021-09-28 22:45:27,111107.0,Crude/Oil Products Tanker,berth3,Aframax,1 days 02:52:57,3
9783693.0,berth,2,2021-09-28 20:58:38,2021-09-30 23:40:37,298705.0,Crude Oil Tanker,berth2,VLCC,2 days 02:41:59,1
9818058.0,berth,1,2021-09-28 22:10:36,2021-09-29 18:52:39,112459.0,Crude Oil Tanker,berth1,Aframax,0 days 20:42:03,2
9737383.0,berth,4,2021-09-29 01:29:47,2021-09-30 02:51:30,112949.0,Crude Oil Tanker,berth4,Aframax,1 days 01:21:43,9
9724350.0,anchorage,1,2021-10-01 13:54:18,2021-10-01 14:00:07,112939.0,Crude Oil Tanker,anchorage13,Aframax,0 days 00:05:49,15
9724350.0,berth,1,2021-10-01 16:14:58,2021-10-02 15:41:39,112939.0,Crude Oil Tanker,berth1,Aframax,0 days 23:26:41,15
9306794.0,berth,3,2021-10-02 14:59:36,2021-10-03 12:41:43,109987.0,Crude Oil Tanker,berth3,Aframax,0 days 21:42:07,2
9733947.0,berth,2,2021-10-03 00:52:19,2021-10-04 19:47:13,299629.0,Crude Oil Tanker,berth2,VLCC,1 days 18:54:54,1
9417024.0,anchorage,1,2021-10-03 22:57:27,2021-10-03 23:04:42,107481.0,Crude Oil Tanker,anchorage5,Aframax,0 days 00:07:15,1
9417024.0,berth,3,2021-10-04 02:06:27,2021-10-04 22:40:56,107481.0,Crude Oil Tanker,berth3,Aframax,0 days 20:34:29,1
9346732.0,berth,1,2021-10-05 21:57:18,2021-10-06 18:33:05,115940.0,Crude Oil Tanker,berth1,Aframax,0 days 20:35:47,6
9802152.0,berth,2,2021-10-06 10:19:22,2021-10-07 07:50:24,114720.0,Crude Oil Tanker,berth2,Aframax,0 days 21:31:02,1
9332834.0,berth,4,2021-10-07 00:41:23,2021-10-07 20:39:18,115577.0,Crude Oil Tanker,berth4,Aframax,0 days 19:57:55,2
9865104.0,berth,2,2021-10-09 10:36:33,2021-10-10 07:35:36,115468.0,Crude/Oil Products Tanker,berth2,Aframax,0 days 20:59:03,1
9724350.0,berth,3,2021-10-09 14:47:31,2021-10-10 17:44:32,112939.0,Crude Oil Tanker,berth3,Aframax,1 days 02:57:01,16
9802152.0,berth,1,2021-10-11 15:32:35,2021-10-12 14:30:33,114720.0,Crude Oil Tanker,berth1,Aframax,0 days 22:57:58,2
9404833.0,berth,3,2021-10-13 00:56:07,2021-10-14 03:19:20,159955.0,Crude Oil Tanker,berth3,Suezmax,1 days 02:23:13,2
9426207.0,berth,4,2021-10-13 23:04:18,2021-10-14 18:48:58,114022.0,Crude Oil Tanker,berth4,Aframax,0 days 19:44:40,1
9528794.0,berth,2,2021-10-14 00:56:27,2021-10-15 21:15:06,318130.0,Crude Oil Tanker,berth2,VLCC,1 days 20:18:39,2
9371610.0,anchorage,1,2021-10-14 11:53:40,2021-10-14 12:02:41,16578.0,Chemical/Products Tanker,anchorage6,Sub Handysize,0 days 00:09:01,
9424209.0,berth,2,2021-10-16 02:58:36,2021-10-18 01:18:56,320054.0,Crude Oil Tanker,berth2,ULCC,1 days 22:20:20,1
9470131.0,berth,1,2021-10-16 03:55:17,2021-10-17 01:37:04,115984.0,Crude Oil Tanker,berth1,Aframax,0 days 21:41:47,2
9470131.0,anchorage,1,2021-10-17 01:52:19,2021-10-17 01:53:30,115984.0,Crude Oil Tanker,anchorage3,Aframax,0 days 00:01:11,3
9306794.0,berth,4,2021-10-18 21:39:00,2021-10-20 09:19:06,109987.0,Crude Oil Tanker,berth4,Aframax,1 days 11:40:06,3
9773052.0,berth,3,2021-10-19 02:44:04,2021-10-20 08:35:37,114439.0,Crude Oil Tanker,berth3,Aframax,1 days 05:51:33,1
9829784.0,anchorage,1,2021-10-19 05:25:39,2021-10-19 05:35:55,10543.0,Chemical/Products Tanker,anchorage13,Sub Handysize,0 days 00:10:16,
9831309.0,berth,3,2021-10-20 12:08:45,2021-10-21 09:35:55,109995.0,Crude/Oil Products Tanker,berth3,Aframax,0 days 21:27:10,1
9802152.0,anchorage,1,2021-10-20 19:13:34,2021-10-20 21:41:42,114720.0,Crude Oil Tanker,anchorage3,Aframax,0 days 02:28:08,3
9802152.0,berth,1,2021-10-20 22:31:14,2021-10-21 19:28:13,114720.0,Crude Oil Tanker,berth1,Aframax,0 days 20:56:59,3
9723289.0,berth,2,2021-10-21 15:20:09,2021-10-23 18:51:55,39070.0,Chemical/Products Tanker,berth2,Handysize,2 days 03:31:46,1
9802152.0,anchorage,1,2021-10-21 21:46:28,2021-10-21 21:57:38,114720.0,Crude Oil Tanker,anchorage4,Aframax,0 days 00:11:10,4
9724350.0,berth,3,2021-10-21 23:36:03,2021-10-22 17:41:39,112939.0,Crude Oil Tanker,berth3,Aframax,0 days 18:05:36,17
9596997.0,berth,1,2021-10-21 23:58:56,2021-10-23 06:33:59,105276.0,Crude/Oil Products Tanker,berth1,Aframax,1 days 06:35:03,1
9782522.0,berth,2,2021-10-23 19:59:03,2021-10-25 16:58:16,312328.0,Crude Oil Tanker,berth2,VLCC,1 days 20:59:13,3
9403475.0,berth,3,2021-10-23 23:25:45,2021-10-25 01:43:42,106246.0,Crude Oil Tanker,berth3,Aframax,1 days 02:17:57,7
9261114.0,anchorage,1,2021-10-24 09:21:49,2021-10-24 09:27:19,16614.0,Chemical/Products Tanker,anchorage6,Sub Handysize,0 days 00:05:30,
9817157.0,anchorage,1,2021-10-25 00:36:06,2021-10-25 00:57:11,7999.0,Chemical/Products Tanker,anchorage7,Sub Handysize,0 days 00:21:05,
9341067.0,berth,4,2021-10-25 22:05:57,2021-10-26 20:49:41,110119.0,Crude Oil Tanker,berth4,Aframax,0 days 22:43:44,4
9737383.0,berth,3,2021-10-26 18:18:50,2021-10-27 14:27:59,112949.0,Crude Oil Tanker,berth3,Aframax,0 days 20:09:09,10
9426207.0,berth,1,2021-10-27 02:09:41,2021-10-29 06:40:47,114022.0,Crude Oil Tanker,berth1,Aframax,2 days 04:31:06,2
9791004.0,berth,2,2021-10-27 03:42:17,2021-10-29 07:18:14,109898.0,Crude/Oil Products Tanker,berth2,Aframax,2 days 03:35:57,5
9727223.0,berth,2,2021-10-29 13:05:48,2021-10-31 11:18:13,308285.0,Crude Oil Tanker,berth2,VLCC,1 days 22:12:25,1
9683049.0,berth,3,2021-10-29 18:36:54,2021-10-31 07:46:48,109475.0,Crude Oil Tanker,berth3,Aframax,1 days 13:09:54,2
9802152.0,berth,1,2021-10-31 13:49:32,2021-11-01 12:07:32,114720.0,Crude Oil Tanker,berth1,Aframax,0 days 22:18:00,4
9830965.0,berth,2,2021-10-31 16:30:37,2021-11-02 15:16:13,314014.0,Crude Oil Tanker,berth2,VLCC,1 days 22:45:36,1
9802152.0,anchorage,1,2021-11-01 14:31:23,2021-11-01 14:51:43,114720.0,Crude Oil Tanker,anchorage9,Aframax,0 days 00:20:20,5
9737383.0,berth,1,2021-11-02 09:24:10,2021-11-03 10:45:13,112949.0,Crude Oil Tanker,berth1,Aframax,1 days 01:21:03,11
9578646.0,berth,3,2021-11-03 05:21:42,2021-11-04 05:31:04,158650.0,Crude Oil Tanker,berth3,Suezmax,1 days 00:09:22,1
9306794.0,berth,3,2021-11-05 10:23:38,2021-11-07 13:22:57,109987.0,Crude Oil Tanker,berth3,Aframax,2 days 02:59:19,4
9724075.0,berth,4,2021-11-05 22:14:01,2021-11-06 19:04:59,113736.0,Crude Oil Tanker,berth4,Aframax,0 days 20:50:58,5
9308558.0,berth,2,2021-11-06 02:31:48,2021-11-06 21:33:59,19999.0,Chemical/Products Tanker,berth2,Sub Handysize,0 days 19:02:11,1
9803285.0,berth,2,2021-11-06 23:33:55,2021-11-07 22:42:21,156424.0,Crude Oil Tanker,berth2,Suezmax,0 days 23:08:26,2
9361524.0,berth,1,2021-11-07 09:27:47,2021-11-08 06:45:46,105342.0,Crude Oil Tanker,berth1,Aframax,0 days 21:17:59,1
9427641.0,berth,2,2021-11-07 23:11:48,2021-11-09 06:54:27,149999.0,Crude Oil Tanker,berth2,Suezmax,1 days 07:42:39,1
9737383.0,berth,4,2021-11-09 09:12:31,2021-11-10 06:24:58,112949.0,Crude Oil Tanker,berth4,Aframax,0 days 21:12:27,12
9874258.0,berth,2,2021-11-09 10:24:08,2021-11-10 11:41:14,158060.0,Crude Oil Tanker,berth2,Suezmax,1 days 01:17:06,1
9843209.0,berth,3,2021-11-09 13:13:28,2021-11-11 00:48:40,111964.0,Crude Oil Tanker,berth3,Aframax,1 days 11:35:12,1
9426207.0,berth,1,2021-11-09 14:15:08,2021-11-10 14:39:15,114022.0,Crude Oil Tanker,berth1,Aframax,1 days 00:24:07,3
9310317.0,anchorage,1,2021-11-10 04:09:12,2021-11-10 04:20:12,4320.0,Chemical/Products Tanker,anchorage2,Sub Handysize,0 days 00:11:00,
8719102.0,anchorage,1,2021-11-10 11:46:59,2021-11-10 11:50:39,3065.0,Chemical Tanker,anchorage1,Sub Handysize,0 days 00:03:40,
9791004.0,berth,1,2021-11-11 10:03:21,2021-11-12 09:33:21,109898.0,Crude/Oil Products Tanker,berth1,Aframax,0 days 23:30:00,6
9802152.0,berth,3,2021-11-13 16:06:14,2021-11-14 16:34:38,114720.0,Crude Oil Tanker,berth3,Aframax,1 days 00:28:24,5
9588146.0,berth,3,2021-11-16 15:18:56,2021-11-17 21:30:39,160095.0,Crude Oil Tanker,berth3,Suezmax,1 days 06:11:43,1
9321603.0,anchorage,1,2021-11-16 22:19:07,2021-11-16 22:30:08,4410.0,Products Tanker,anchorage6,Sub Handysize,0 days 00:11:01,
9572276.0,berth,1,2021-11-17 00:49:50,2021-11-18 05:07:55,109575.0,Crude/Oil Products Tanker,berth1,Aframax,1 days 04:18:05,1
9724087.0,berth,4,2021-11-17 04:52:02,2021-11-18 07:18:49,113737.0,Crude Oil Tanker,berth4,Aframax,1 days 02:26:47,2
9779965.0,berth,3,2021-11-18 22:04:27,2021-11-22 21:05:18,113563.0,Crude Oil Tanker,berth3,Aframax,3 days 23:00:51,7
9858450.0,berth,2,2021-11-19 09:44:39,2021-11-21 16:47:03,299999.0,Crude Oil Tanker,berth2,VLCC,2 days 07:02:24,4
9417000.0,berth,4,2021-11-21 02:34:03,2021-11-22 10:29:40,107481.0,Crude Oil Tanker,berth4,Aframax,1 days 07:55:37,3
9831294.0,berth,4,2021-11-22 14:47:58,2021-11-23 15:27:15,109994.0,Crude/Oil Products Tanker,berth4,Aframax,1 days 00:39:17,3
9779965.0,berth,1,2021-11-23 00:30:20,2021-11-24 00:42:26,113563.0,Crude Oil Tanker,berth1,Aframax,1 days 00:12:06,8
9845697.0,berth,2,2021-11-23 13:43:15,2021-11-25 11:25:18,318744.0,Crude Oil Tanker,berth2,VLCC,1 days 21:42:03,2
9846483.0,anchorage,1,2021-11-24 03:27:32,2021-11-24 03:40:25,772.0,Chemical/Products Tanker,anchorage10,Sub Handysize,0 days 00:12:53,
9817157.0,anchorage,1,2021-11-25 23:07:33,2021-11-25 23:09:55,7999.0,Chemical/Products Tanker,anchorage7,Sub Handysize,0 days 00:02:22,
9426207.0,berth,1,2021-11-26 05:32:54,2021-11-27 04:48:14,114022.0,Crude Oil Tanker,berth1,Aframax,0 days 23:15:20,4
9823003.0,berth,2,2021-11-26 17:41:10,2021-11-28 20:52:50,317975.0,Crude Oil Tanker,berth2,VLCC,2 days 03:11:40,2
9321689.0,berth,3,2021-11-28 01:08:27,2021-11-29 11:27:39,114523.0,Crude Oil Tanker,berth3,Aframax,1 days 10:19:12,1
9724348.0,berth,1,2021-11-28 23:14:27,2021-11-30 07:59:09,113554.0,Crude Oil Tanker,berth1,Aframax,1 days 08:44:42,1
9815604.0,berth,2,2021-11-29 01:09:37,2021-11-30 08:11:24,114218.0,Crude/Oil Products Tanker,berth2,Aframax,1 days 07:01:47,2
9724348.0,anchorage,1,2021-11-30 08:15:39,2021-11-30 08:20:09,113554.0,Crude Oil Tanker,anchorage3,Aframax,0 days 00:04:30,2
9724336.0,berth,3,2021-11-30 14:19:03,2021-12-02 02:19:43,113611.0,Crude Oil Tanker,berth3,Aframax,1 days 12:00:40,2
9893060.0,berth,4,2021-12-01 09:58:32,2021-12-02 12:19:33,113306.0,Crude/Oil Products Tanker,berth4,Aframax,1 days 02:21:01,1
9858474.0,berth,2,2021-12-02 02:33:03,2021-12-03 13:56:37,299999.0,Crude Oil Tanker,berth2,VLCC,1 days 11:23:34,1
9724336.0,berth,1,2021-12-02 05:08:25,2021-12-03 13:23:47,113611.0,Crude Oil Tanker,berth1,Aframax,1 days 08:15:22,3
9351567.0,anchorage,1,2021-12-04 06:57:25,2021-12-04 07:07:36,16657.0,Chemical/Products Tanker,anchorage6,Sub Handysize,0 days 00:10:11,
9305611.0,berth,1,2021-12-05 23:56:17,2021-12-06 22:44:15,117055.0,Crude/Oil Products Tanker,berth1,Aframax,0 days 22:47:58,1
9737371.0,berth,3,2021-12-06 00:08:14,2021-12-06 23:31:01,113651.0,Crude Oil Tanker,berth3,Aframax,0 days 23:22:47,2
9690846.0,anchorage,1,2021-12-06 07:33:19,2021-12-06 07:44:10,109999.0,Crude/Oil Products Tanker,anchorage5,Aframax,0 days 00:10:51,
9818228.0,berth,3,2021-12-07 05:44:43,2021-12-08 09:55:54,157526.0,Crude Oil Tanker,berth3,Suezmax,1 days 04:11:11,2
9425502.0,berth,2,2021-12-08 06:58:44,2021-12-10 09:10:08,36207.0,Chemical/Products Tanker,berth2,Handysize,2 days 02:11:24,1
9593438.0,berth,3,2021-12-09 23:04:24,2021-12-11 00:57:08,159056.0,Crude Oil Tanker,berth3,Suezmax,1 days 01:52:44,1
9724350.0,berth,2,2021-12-10 12:22:24,2021-12-11 16:40:26,112939.0,Crude Oil Tanker,berth2,Aframax,1 days 04:18:02,18
9365489.0,anchorage,1,2021-12-11 23:29:37,2021-12-11 23:39:39,16714.0,Chemical/Products Tanker,anchorage7,Sub Handysize,0 days 00:10:02,
9290335.0,berth,2,2021-12-12 02:30:11,2021-12-13 03:57:29,159081.0,Crude Oil Tanker,berth2,Suezmax,1 days 01:27:18,1
9361524.0,berth,4,2021-12-13 22:50:52,2021-12-14 18:28:09,105342.0,Crude Oil Tanker,berth4,Aframax,0 days 19:37:17,2
9697210.0,anchorage,1,2021-12-15 07:29:44,2021-12-15 07:30:50,49999.0,Chemical/Products Tanker,anchorage13,Handysize,0 days 00:01:06,
9724336.0,berth,4,2021-12-15 10:50:17,2021-12-18 10:33:23,113611.0,Crude Oil Tanker,berth4,Aframax,2 days 23:43:06,4
9815616.0,berth,2,2021-12-15 23:52:30,2021-12-18 03:44:37,114218.0,Crude/Oil Products Tanker,berth2,Aframax,2 days 03:52:07,1
9365489.0,anchorage,1,2021-12-17 09:35:39,2021-12-17 09:47:38,16714.0,Chemical/Products Tanker,anchorage7,Sub Handysize,0 days 00:11:59,
9412581.0,berth,3,2021-12-18 08:40:39,2021-12-19 16:58:01,164028.0,Crude Oil Tanker,berth3,Suezmax,1 days 08:17:22,2
9724350.0,berth,1,2021-12-18 09:04:37,2021-12-19 09:22:06,112939.0,Crude Oil Tanker,berth1,Aframax,1 days 00:17:29,19
9870812.0,berth,2,2021-12-18 12:38:40,2021-12-20 20:38:28,299997.0,Crude Oil Tanker,berth2,VLCC,2 days 07:59:48,1
9795074.0,berth,4,2021-12-19 01:32:23,2021-12-20 07:47:53,113049.0,Crude Oil Tanker,berth4,Aframax,1 days 06:15:30,7.0
9865104.0,berth,3,2021-12-20 05:26:31,2021-12-22 02:59:49,115468.0,Crude/Oil Products Tanker,berth3,Aframax,1 days 21:33:18,2
9289752.0,anchorage,1,2021-12-21 05:36:32,2021-12-21 05:45:31,73788.0,Products Tanker,anchorage6,Panamax,0 days 00:08:59,
9729271.0,berth,3,2021-12-22 07:35:58,2021-12-25 00:04:24,39067.0,Chemical/Products Tanker,berth3,Handysize,2 days 16:28:26,1
9731157.0,berth,2,2021-12-22 13:55:07,2021-12-24 07:57:45,299337.0,Crude Oil Tanker,berth2,VLCC,1 days 18:02:38,2
9361524.0,berth,1,2021-12-22 14:56:55,2021-12-23 10:40:27,105342.0,Crude Oil Tanker,berth1,Aframax,0 days 19:43:32,3
9470131.0,berth,4,2021-12-25 04:50:09,2021-12-26 13:21:36,115984.0,Crude Oil Tanker,berth4,Aframax,1 days 08:31:27,3
9791004.0,berth,1,2021-12-25 08:29:56,2021-12-26 09:39:56,109898.0,Crude/Oil Products Tanker,berth1,Aframax,1 days 01:10:00,7
9348302.0,anchorage,1,2021-12-26 14:44:02,2021-12-26 14:44:51,16791.0,Chemical/Products Tanker,anchorage7,Sub Handysize,0 days 00:00:49,
9341067.0,berth,3,2021-12-26 21:15:43,2021-12-27 20:29:53,110119.0,Crude Oil Tanker,berth3,Aframax,0 days 23:14:10,5
9808156.0,berth,2,2021-12-27 16:27:56,2021-12-28 12:07:06,112532.0,Crude Oil Tanker,berth2,Aframax,0 days 19:39:10,2
9795074.0,berth,1,2021-12-29 01:05:27,2021-12-29 21:53:27,113049.0,Crude Oil Tanker,berth1,Aframax,0 days 20:48:00,8.0
9418602.0,berth,3,2021-12-29 15:27:46,2021-12-30 23:55:36,156480.0,Crude Oil Tanker,berth3,Suezmax,1 days 08:27:50,1
9734654.0,berth,2,2021-12-29 20:58:10,2022-01-01 03:51:49,300932.0,Crude Oil Tanker,berth2,VLCC,2 days 06:53:39,1
9724336.0,berth,1,2021-12-30 16:16:40,2021-12-31 17:25:19,113611.0,Crude Oil Tanker,berth1,Aframax,1 days 01:08:39,5
9365489.0,anchorage,1,2021-12-31 15:49:28,2021-12-31 16:01:29,16714.0,Chemical/Products Tanker,anchorage7,Sub Handysize,0 days 00:12:01,
9703320.0,berth,3,2022-01-01 01:34:51,2022-01-02 00:56:05,109900.0,Crude/Oil Products Tanker,berth3,Aframax,0 days 23:21:14,5
9393072.0,anchorage,1,2022-01-01 04:04:19,2022-01-01 04:14:20,10303.0,Chemical/Products Tanker,anchorage6,Sub Handysize,0 days 00:10:01,
9351567.0,anchorage,1,2022-01-01 04:52:06,2022-01-01 05:44:48,16657.0,Chemical/Products Tanker,anchorage4,Sub Handysize,0 days 00:52:42,
9794006.0,berth,2,2022-01-02 06:20:26,2022-01-04 19:16:05,318747.0,Crude Oil Tanker,berth2,VLCC,2 days 12:55:39,1
9711456.0,anchorage,1,2022-01-02 21:04:16,2022-01-02 21:14:17,113969.0,Crude/Oil Products Tanker,anchorage13,Aframax,0 days 00:10:01,1
9711456.0,berth,4,2022-01-02 23:06:02,2022-01-04 13:28:54,113969.0,Crude/Oil Products Tanker,berth4,Aframax,1 days 14:22:52,1
9791004.0,berth,3,2022-01-03 17:24:54,2022-01-04 12:24:55,109898.0,Crude/Oil Products Tanker,berth3,Aframax,0 days 19:00:01,8
9724075.0,berth,3,2022-01-04 17:05:40,2022-01-05 14:44:55,113736.0,Crude Oil Tanker,berth3,Aframax,0 days 21:39:15,6
9426207.0,berth,1,2022-01-05 04:44:34,2022-01-06 00:35:45,114022.0,Crude Oil Tanker,berth1,Aframax,0 days 19:51:11,5
9378369.0,berth,3,2022-01-06 05:25:41,2022-01-07 15:45:43,159021.0,Crude Oil Tanker,berth3,Suezmax,1 days 10:20:02,1
9402495.0,berth,2,2022-01-08 06:32:56,2022-01-09 11:17:06,115514.0,Crude Oil Tanker,berth2,Aframax,1 days 04:44:10,1
9305556.0,berth,1,2022-01-08 16:57:56,2022-01-09 16:20:41,117099.0,Crude Oil Tanker,berth1,Aframax,0 days 23:22:45,1
9299707.0,berth,4,2022-01-10 08:52:14,2022-01-11 16:37:26,109857.0,Crude Oil Tanker,berth4,Aframax,1 days 07:45:12,2.0
9890965.0,berth,2,2022-01-11 13:15:04,2022-01-14 05:34:02,313051.0,Crude Oil Tanker,berth2,VLCC,2 days 16:18:58,1
9299707.0,anchorage,1,2022-01-11 16:57:38,2022-01-11 16:59:48,109857.0,Crude Oil Tanker,anchorage3,Aframax,0 days 00:02:10,3.0
9373656.0,berth,3,2022-01-12 16:54:53,2022-01-14 00:45:41,116050.0,Crude Oil Tanker,berth3,Aframax,1 days 07:50:48,1
9724336.0,berth,1,2022-01-12 19:19:12,2022-01-13 21:57:58,113611.0,Crude Oil Tanker,berth1,Aframax,1 days 02:38:46,6
9779965.0,berth,4,2022-01-14 14:59:16,2022-01-16 06:43:35,113563.0,Crude Oil Tanker,berth4,Aframax,1 days 15:44:19,9
9470131.0,berth,1,2022-01-15 01:10:07,2022-01-16 13:22:09,115984.0,Crude Oil Tanker,berth1,Aframax,1 days 12:12:02,4
9485356.0,berth,2,2022-01-16 15:22:30,2022-01-17 02:33:17,8985.0,Chemical/Products Tanker,berth2,Sub Handysize,0 days 11:10:47,1
9865104.0,berth,3,2022-01-17 11:05:46,2022-01-18 19:40:28,115468.0,Crude/Oil Products Tanker,berth3,Aframax,1 days 08:34:42,3
9773739.0,anchorage,1,2022-01-17 12:00:14,2022-01-17 12:12:14,112186.0,Crude Oil Tanker,anchorage13,Aframax,0 days 00:12:00,1
9773739.0,berth,1,2022-01-17 14:04:28,2022-01-18 13:43:02,112186.0,Crude Oil Tanker,berth1,Aframax,0 days 23:38:34,1
9724336.0,berth,4,2022-01-20 17:08:54,2022-01-23 14:37:57,113611.0,Crude Oil Tanker,berth4,Aframax,2 days 21:29:03,7
9762998.0,berth,2,2022-01-20 18:36:15,2022-01-23 18:00:35,299998.0,Crude Oil Tanker,berth2,VLCC,2 days 23:24:20,3
9255490.0,anchorage,1,2022-01-21 14:31:27,2022-01-21 14:42:27,32310.0,Products Tanker,anchorage6,Handysize,0 days 00:11:00,
9624079.0,berth,1,2022-01-23 18:47:16,2022-01-24 14:25:32,105651.0,Crude Oil Tanker,berth1,Aframax,0 days 19:38:16,1
9457608.0,berth,1,2022-01-24 18:17:06,2022-01-25 18:37:22,114531.0,Crude Oil Tanker,berth1,Aframax,1 days 00:20:16,1
9724348.0,berth,3,2022-01-24 20:06:08,2022-01-26 08:40:06,113554.0,Crude Oil Tanker,berth3,Aframax,1 days 12:33:58,2
9779965.0,anchorage,1,2022-01-24 21:23:53,2022-01-24 21:33:22,113563.0,Crude Oil Tanker,anchorage13,Aframax,0 days 00:09:29,10
9779965.0,berth,4,2022-01-24 23:30:30,2022-01-26 05:31:21,113563.0,Crude Oil Tanker,berth4,Aframax,1 days 06:00:51,10
9830977.0,berth,2,2022-01-26 06:44:10,2022-01-28 10:44:52,314014.0,Crude Oil Tanker,berth2,VLCC,2 days 04:00:42,1
9299680.0,berth,3,2022-01-26 09:03:53,2022-01-28 07:30:02,109841.0,Crude Oil Tanker,berth3,Aframax,1 days 22:26:09,1
9299707.0,berth,1,2022-01-28 11:06:29,2022-01-29 15:52:15,109857.0,Crude Oil Tanker,berth1,Aframax,1 days 04:45:46,3.0
9457892.0,berth,3,2022-01-28 11:54:03,2022-01-30 08:27:02,158466.0,Crude Oil Tanker,berth3,Suezmax,1 days 20:32:59,1
9299707.0,anchorage,1,2022-01-29 16:07:44,2022-01-29 17:26:52,109857.0,Crude Oil Tanker,anchorage3,Aframax,0 days 01:19:08,
9760500.0,berth,1,2022-01-30 16:52:43,2022-01-31 15:27:15,106359.0,Crude Oil Tanker,berth1,Aframax,0 days 22:34:32,1
9782522.0,berth,2,2022-01-31 00:50:12,2022-02-02 06:39:43,312328.0,Crude Oil Tanker,berth2,VLCC,2 days 05:49:31,4
9390161.0,anchorage,1,2022-01-31 16:54:14,2022-01-31 17:04:14,74811.0,Products Tanker,anchorage5,Panamax,0 days 00:10:00,
9422536.0,berth,3,2022-01-31 17:56:30,2022-02-01 08:42:20,115459.0,Crude Oil Tanker,berth3,Aframax,0 days 14:45:50,2
9892432.0,berth,1,2022-02-02 19:38:12,2022-02-03 17:55:33,112459.0,Crude Oil Tanker,berth1,Aframax,0 days 22:17:21,1
9791004.0,berth,3,2022-02-02 21:41:40,2022-02-03 19:15:46,109898.0,Crude/Oil Products Tanker,berth3,Aframax,0 days 21:34:06,9
9737371.0,berth,3,2022-02-03 20:00:22,2022-02-05 09:08:23,113651.0,Crude Oil Tanker,berth3,Aframax,1 days 13:08:01,3
9321603.0,anchorage,1,2022-02-03 23:18:02,2022-02-03 23:29:01,4410.0,Products Tanker,anchorage6,Sub Handysize,0 days 00:10:59,
9857248.0,anchorage,1,2022-02-04 10:06:51,2022-02-04 10:17:52,50215.0,Chemical/Products Tanker,anchorage13,Handysize,0 days 00:11:01,
9624079.0,berth,1,2022-02-05 12:44:11,2022-02-06 16:41:34,105651.0,Crude Oil Tanker,berth1,Aframax,1 days 03:57:23,2
9528794.0,berth,2,2022-02-05 16:14:35,2022-02-08 08:36:00,318130.0,Crude Oil Tanker,berth2,VLCC,2 days 16:21:25,3
9817183.0,anchorage,1,2022-02-05 20:27:25,2022-02-05 20:28:56,7999.0,Chemical/Products Tanker,anchorage7,Sub Handysize,0 days 00:01:31,
9724350.0,berth,1,2022-02-07 10:44:38,2022-02-08 09:04:04,112939.0,Crude Oil Tanker,berth1,Aframax,0 days 22:19:26,20
9353084.0,berth,3,2022-02-07 13:07:09,2022-02-08 06:52:12,37280.0,Chemical/Products Tanker,berth3,Handysize,0 days 17:45:03,1
9422536.0,berth,2,2022-02-08 18:34:45,2022-02-10 09:20:08,115459.0,Crude Oil Tanker,berth2,Aframax,1 days 14:45:23,3
9365489.0,anchorage,1,2022-02-09 12:07:06,2022-02-09 12:10:06,16714.0,Chemical/Products Tanker,anchorage6,Sub Handysize,0 days 00:03:00,
9780251.0,berth,3,2022-02-10 13:23:49,2022-02-11 19:38:51,109900.0,Crude/Oil Products Tanker,berth3,Aframax,1 days 06:15:02,2
9779965.0,berth,2,2022-02-10 14:42:05,2022-02-11 12:29:06,113563.0,Crude Oil Tanker,berth2,Aframax,0 days 21:47:01,11
9737371.0,berth,4,2022-02-11 16:35:41,2022-02-12 21:53:28,113651.0,Crude Oil Tanker,berth4,Aframax,1 days 05:17:47,4
9737395.0,berth,3,2022-02-12 11:47:06,2022-02-14 01:37:40,113004.0,Crude Oil Tanker,berth3,Aframax,1 days 13:50:34,10
9457892.0,berth,2,2022-02-12 20:57:50,2022-02-14 05:37:48,158466.0,Crude Oil Tanker,berth2,Suezmax,1 days 08:39:58,2
9737371.0,anchorage,1,2022-02-12 22:14:55,2022-02-12 22:20:46,113651.0,Crude Oil Tanker,anchorage3,Aframax,0 days 00:05:51,5
9791004.0,berth,1,2022-02-13 09:23:12,2022-02-14 12:46:33,109898.0,Crude/Oil Products Tanker,berth1,Aframax,1 days 03:23:21,10
9734109.0,berth,2,2022-02-14 17:10:03,2022-02-17 09:55:48,299999.0,Crude Oil Tanker,berth2,VLCC,2 days 16:45:45,3
9314818.0,berth,3,2022-02-15 11:11:41,2022-02-17 10:26:07,37273.0,Chemical/Products Tanker,berth3,Handysize,1 days 23:14:26,1
9299707.0,anchorage,1,2022-02-16 08:49:26,2022-02-16 08:52:38,109857.0,Crude Oil Tanker,anchorage13,Aframax,0 days 00:03:12,4.0
9322712.0,anchorage,1,2022-02-16 09:54:02,2022-02-16 10:03:49,16511.0,Chemical/Products Tanker,anchorage7,Sub Handysize,0 days 00:09:47,
9299707.0,berth,1,2022-02-16 10:43:27,2022-02-17 07:28:25,109857.0,Crude Oil Tanker,berth1,Aframax,0 days 20:44:58,4.0
9458016.0,berth,3,2022-02-18 00:20:25,2022-02-19 00:58:56,115618.0,Crude Oil Tanker,berth3,Aframax,1 days 00:38:31,1
9420631.0,berth,1,2022-02-18 15:57:14,2022-02-19 21:33:20,107505.0,Crude Oil Tanker,berth1,Aframax,1 days 05:36:06,3
