port_name,type,number,geometry,H3_int_index_13,H3_int_index_7
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082286335,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082308287,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782081995455,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082303039,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082221119,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082303935,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082306623,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082245311,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782081996351,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082302783,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082230591,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082241215,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082308031,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082226623,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082223359,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082292799,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082306687,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082221823,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782081999039,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082225599,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082313663,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082303871,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082308223,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082288319,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082287807,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082220095,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082306943,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082220799,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082286527,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082229311,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082312319,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082228671,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082231103,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082245503,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082229631,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082288447,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082226495,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082309375,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082245695,
Mongstad,berth,1,"POLYGON ((4.86166667 60.615, 4.86166667 60.61666667, 4.861715 60.61747, 4.86178667 60.61758167, 4.861933333333333 60.61763333333333, 4.861983333333334 60.61765, 4.86215 60.61768333333333, 4.862283333333333 60.61763333333333, 4.862915 60.61605, 4.86166667 60.615))",635174782082285695,
