imo,typnum,visit_num,start,end,Deadweight,ShiptypeLevel5,type,number,time_difference,port_name
9466142.0,berth1,0,2022-10-13 15:32:43,2022-10-14 17:35:08,109335.0,Shuttle Tanker,berth,1,1 days 02:02:25,MONGSTAD
9802152.0,berth1,1,2022-08-10 22:03:02,2022-08-11 19:19:35,114720.0,Crude Oil Tanker,berth,1,0 days 21:16:33,MONGSTAD
9833101.0,berth1,0,2022-10-14 19:35:13,2022-10-15 19:39:55,128427.0,Shuttle Tanker,berth,1,1 days 00:04:42,MONGSTAD
9696761.0,berth2,0,2022-11-20 22:13:13,2022-11-21 17:04:03,106282.0,Crude Oil Tanker,berth,2,0 days 18:50:50,MONGSTAD
9818228.0,berth3,0,2022-10-18 11:40:20,2022-10-19 10:52:27,157526.0,Crude Oil Tanker,berth,3,0 days 23:12:07,MONGSTAD
9696761.0,berth4,0,2022-12-01 22:39:42,2022-12-02 17:06:48,106282.0,Crude Oil Tanker,berth,4,0 days 18:27:06,MONGSTAD
9486544.0,berth1,0,2022-09-19 12:25:13,2022-09-21 09:02:42,296951.0,Crude Oil Tanker,berth,1,1 days 20:37:29,MONGSTAD
9815604.0,berth1,0,2022-08-09 23:12:53,2022-08-10 20:48:44,114218.0,Crude/Oil Products Tanker,berth,1,0 days 21:35:51,MONGSTAD
9905928.0,berth2,0,2022-12-23 01:33:44,2022-12-24 01:39:29,123602.0,Shuttle Tanker,berth,2,1 days 00:05:45,MONGSTAD
9418602.0,berth3,0,2022-06-11 00:05:14,2022-06-12 21:40:17,156480.0,Crude Oil Tanker,berth,3,1 days 21:35:03,MONGSTAD
9779965.0,berth4,0,2022-07-31 12:12:30,2022-08-01 09:15:12,113563.0,Crude Oil Tanker,berth,4,0 days 21:02:42,MONGSTAD
9779965.0,berth4,1,2022-10-03 15:22:34,2022-10-05 05:10:47,113563.0,Crude Oil Tanker,berth,4,1 days 13:48:13,MONGSTAD
9779965.0,berth4,2,2022-10-22 08:28:56,2022-10-23 17:14:23,113563.0,Crude Oil Tanker,berth,4,1 days 08:45:27,MONGSTAD
9779965.0,berth4,3,2022-12-28 14:04:48,2022-12-29 18:22:49,113563.0,Crude Oil Tanker,berth,4,1 days 04:18:01,MONGSTAD
9273557.0,berth1,0,2022-08-08 10:43:43,2022-08-09 07:39:11,148644.0,Shuttle Tanker,berth,1,0 days 20:55:28,MONGSTAD
9273557.0,berth1,1,2022-11-28 19:19:06,2022-11-29 19:52:13,148644.0,Shuttle Tanker,berth,1,1 days 00:33:07,MONGSTAD
9795074.0,berth1,0,2022-11-07 04:30:52,2022-11-08 03:42:38,113049.0,Crude Oil Tanker,berth,1,0 days 23:11:46,MONGSTAD
9802176.0,berth2,0,2022-07-16 11:43:27,2022-07-17 14:52:25,114560.0,Crude Oil Tanker,berth,2,1 days 03:08:58,MONGSTAD
9472529.0,berth3,0,2022-10-30 04:48:55,2022-10-31 12:11:27,157644.0,Shuttle Tanker,berth,3,1 days 07:22:32,MONGSTAD
9795074.0,berth3,0,2022-11-17 12:05:48,2022-11-18 06:23:56,113049.0,Crude Oil Tanker,berth,3,0 days 18:18:08,MONGSTAD
9783007.0,berth4,0,2022-06-29 14:36:57,2022-06-30 11:05:34,112038.0,Crude Oil Tanker,berth,4,0 days 20:28:37,MONGSTAD
9865104.0,berth4,0,2022-12-14 01:47:47,2022-12-15 04:34:48,115468.0,Crude/Oil Products Tanker,berth,4,1 days 02:47:01,MONGSTAD
9910533.0,berth1,0,2022-12-18 17:56:54,2022-12-19 10:24:12,112066.0,Crude Oil Tanker,berth,1,0 days 16:27:18,MONGSTAD
9682980.0,berth3,0,2022-06-14 23:08:50,2022-06-15 21:43:52,158277.0,Crude Oil Tanker,berth,3,0 days 22:35:02,MONGSTAD
9791004.0,berth3,0,2022-08-13 16:35:31,2022-08-14 13:36:00,109898.0,Crude/Oil Products Tanker,berth,3,0 days 21:00:29,MONGSTAD
9865104.0,berth3,0,2022-07-13 21:18:28,2022-07-14 14:35:53,115468.0,Crude/Oil Products Tanker,berth,3,0 days 17:17:25,MONGSTAD
9865104.0,berth3,1,2022-09-09 06:07:18,2022-09-10 01:53:18,115468.0,Crude/Oil Products Tanker,berth,3,0 days 19:46:00,MONGSTAD
9273064.0,berth4,0,2022-09-01 21:26:36,2022-09-02 20:55:23,148644.0,Shuttle Tanker,berth,4,0 days 23:28:47,MONGSTAD
9273064.0,berth4,1,2022-11-14 11:13:02,2022-11-16 08:41:32,148644.0,Shuttle Tanker,berth,4,1 days 21:28:30,MONGSTAD
9596997.0,berth3,0,2022-09-04 04:32:11,2022-09-05 03:19:36,105276.0,Crude/Oil Products Tanker,berth,3,0 days 22:47:25,MONGSTAD
9282493.0,berth4,0,2022-06-20 19:11:38,2022-06-21 22:54:22,113782.0,Crude Oil Tanker,berth,4,1 days 03:42:44,MONGSTAD
9273064.0,berth1,0,2022-07-16 18:19:43,2022-07-17 18:36:01,148644.0,Shuttle Tanker,berth,1,1 days 00:16:18,MONGSTAD
9273064.0,berth1,1,2022-09-17 22:37:35,2022-09-19 07:19:33,148644.0,Shuttle Tanker,berth,1,1 days 08:41:58,MONGSTAD
9273064.0,berth1,2,2022-10-20 14:03:41,2022-10-21 17:30:12,148644.0,Shuttle Tanker,berth,1,1 days 03:26:31,MONGSTAD
9273064.0,berth1,3,2022-12-10 06:36:23,2022-12-11 16:49:35,148644.0,Shuttle Tanker,berth,1,1 days 10:13:12,MONGSTAD
9466130.0,berth2,0,2022-06-08 22:41:55,2022-06-10 12:02:57,109325.0,Shuttle Tanker,berth,2,1 days 13:21:02,MONGSTAD
9305556.0,berth3,0,2022-08-04 22:10:19,2022-08-06 03:09:16,117099.0,Crude Oil Tanker,berth,3,1 days 04:58:57,MONGSTAD
9305556.0,berth3,2,2022-09-29 11:11:16,2022-09-30 05:21:40,117099.0,Crude Oil Tanker,berth,3,0 days 18:10:24,MONGSTAD
9630030.0,berth4,0,2022-12-20 11:09:41,2022-12-21 09:32:13,123166.0,Shuttle Tanker,berth,4,0 days 22:22:32,MONGSTAD
9833101.0,berth3,0,2022-12-13 23:34:29,2022-12-15 17:45:18,128427.0,Shuttle Tanker,berth,3,1 days 18:10:49,MONGSTAD
9334777.0,berth1,1,2022-07-06 21:50:33,2022-07-09 16:53:41,690.0,Tug,berth,1,2 days 19:03:08,MONGSTAD
9466130.0,berth1,0,2022-11-27 14:01:23,2022-11-28 07:28:20,109325.0,Shuttle Tanker,berth,1,0 days 17:26:57,MONGSTAD
9914632.0,berth2,0,2022-07-04 21:46:10,2022-07-05 20:53:12,29649.0,LPG Tanker,berth,2,0 days 23:07:02,MONGSTAD
9273557.0,berth3,0,2022-07-14 21:24:23,2022-07-15 23:08:29,148644.0,Shuttle Tanker,berth,3,1 days 01:44:06,MONGSTAD
9273557.0,berth3,1,2022-10-31 16:42:44,2022-11-01 20:21:52,148644.0,Shuttle Tanker,berth,3,1 days 03:39:08,MONGSTAD
9273557.0,berth3,2,2022-12-09 07:08:25,2022-12-10 07:13:19,148644.0,Shuttle Tanker,berth,3,1 days 00:04:54,MONGSTAD
9724350.0,berth3,0,2022-08-12 01:30:21,2022-08-13 11:46:19,112939.0,Crude Oil Tanker,berth,3,1 days 10:15:58,MONGSTAD
9724350.0,berth3,1,2022-08-19 13:29:18,2022-08-20 19:30:25,112939.0,Crude Oil Tanker,berth,3,1 days 06:01:07,MONGSTAD
9724350.0,berth3,2,2022-09-27 06:32:06,2022-09-28 07:27:28,112939.0,Crude Oil Tanker,berth,3,1 days 00:55:22,MONGSTAD
9724350.0,berth3,3,2022-10-06 10:20:57,2022-10-07 10:35:39,112939.0,Crude Oil Tanker,berth,3,1 days 00:14:42,MONGSTAD
9724350.0,berth3,4,2022-10-19 14:42:51,2022-10-20 17:34:18,112939.0,Crude Oil Tanker,berth,3,1 days 02:51:27,MONGSTAD
9724350.0,berth3,5,2022-11-23 11:37:16,2022-11-24 14:14:06,112939.0,Crude Oil Tanker,berth,3,1 days 02:36:50,MONGSTAD
9724350.0,berth3,6,2022-12-19 21:38:40,2022-12-20 17:33:05,112939.0,Crude Oil Tanker,berth,3,0 days 19:54:25,MONGSTAD
9737383.0,berth4,0,2022-07-28 06:23:30,2022-07-29 07:02:40,112949.0,Crude Oil Tanker,berth,4,1 days 00:39:10,MONGSTAD
9737383.0,berth4,1,2022-09-05 06:06:33,2022-09-06 08:18:32,112949.0,Crude Oil Tanker,berth,4,1 days 02:11:59,MONGSTAD
9737383.0,berth4,2,2022-09-22 09:40:20,2022-09-23 07:25:20,112949.0,Crude Oil Tanker,berth,4,0 days 21:45:00,MONGSTAD
9737383.0,berth4,3,2022-09-30 08:01:42,2022-10-01 04:03:53,112949.0,Crude Oil Tanker,berth,4,0 days 20:02:11,MONGSTAD
9737383.0,berth4,4,2022-10-25 09:07:40,2022-10-26 07:04:40,112949.0,Crude Oil Tanker,berth,4,0 days 21:57:00,MONGSTAD
9691723.0,berth1,0,2022-11-03 23:04:15,2022-11-06 04:19:22,38734.0,Chemical/Products Tanker,berth,1,2 days 05:15:07,MONGSTAD
9438858.0,berth2,0,2022-06-26 08:31:24,2022-06-27 03:51:02,109290.0,Shuttle Tanker,berth,2,0 days 19:19:38,MONGSTAD
9438858.0,berth2,2,2022-08-04 10:10:04,2022-08-05 08:04:22,109290.0,Shuttle Tanker,berth,2,0 days 21:54:18,MONGSTAD
9408762.0,berth3,0,2022-07-09 02:21:58,2022-07-10 02:25:49,109085.0,Crude Oil Tanker,berth,3,1 days 00:03:51,MONGSTAD
9696553.0,berth1,0,2022-11-16 02:04:43,2022-11-18 07:11:09,38734.0,Chemical/Products Tanker,berth,1,2 days 05:06:26,MONGSTAD
9737383.0,berth2,0,2022-11-12 09:38:58,2022-11-13 09:30:15,112949.0,Crude Oil Tanker,berth,2,0 days 23:51:17,MONGSTAD
9737383.0,berth2,1,2022-11-19 07:16:46,2022-11-20 04:30:13,112949.0,Crude Oil Tanker,berth,2,0 days 21:13:27,MONGSTAD
9485356.0,berth1,0,2022-06-09 21:23:20,2022-06-10 14:17:16,8985.0,Chemical/Products Tanker,berth,1,0 days 16:53:56,MONGSTAD
9485356.0,berth1,1,2022-07-13 05:42:50,2022-07-14 02:54:53,8985.0,Chemical/Products Tanker,berth,1,0 days 21:12:03,MONGSTAD
9485356.0,berth1,2,2022-07-30 18:47:41,2022-08-01 07:43:27,8985.0,Chemical/Products Tanker,berth,1,1 days 12:55:46,MONGSTAD
9485356.0,berth1,3,2022-08-13 02:40:55,2022-08-14 03:28:53,8985.0,Chemical/Products Tanker,berth,1,1 days 00:47:58,MONGSTAD
9485356.0,berth1,4,2022-09-01 14:56:32,2022-09-02 06:26:32,8985.0,Chemical/Products Tanker,berth,1,0 days 15:30:00,MONGSTAD
9485356.0,berth1,5,2022-11-10 07:54:13,2022-11-11 03:09:15,8985.0,Chemical/Products Tanker,berth,1,0 days 19:15:02,MONGSTAD
9815616.0,berth1,0,2022-10-07 09:04:30,2022-10-08 05:19:42,114218.0,Crude/Oil Products Tanker,berth,1,0 days 20:15:12,MONGSTAD
9305556.0,berth4,0,2022-07-07 05:09:58,2022-07-08 01:32:20,117099.0,Crude Oil Tanker,berth,4,0 days 20:22:22,MONGSTAD
9305556.0,berth4,1,2022-09-08 07:57:48,2022-09-09 05:55:01,117099.0,Crude Oil Tanker,berth,4,0 days 21:57:13,MONGSTAD
9579030.0,berth4,0,2022-07-16 18:50:06,2022-07-18 02:21:50,159236.0,Crude Oil Tanker,berth,4,1 days 07:31:44,MONGSTAD
9420643.0,berth1,0,2022-12-17 13:35:12,2022-12-18 16:27:00,107467.0,Crude Oil Tanker,berth,1,1 days 02:51:48,MONGSTAD
9893022.0,berth1,0,2022-12-14 01:26:12,2022-12-15 10:47:26,113306.0,Crude/Oil Products Tanker,berth,1,1 days 09:21:14,MONGSTAD
9893060.0,berth1,0,2022-07-10 16:54:43,2022-07-11 09:41:40,113306.0,Crude/Oil Products Tanker,berth,1,0 days 16:46:57,MONGSTAD
9833113.0,berth3,0,2022-06-02 05:10:44,2022-06-03 06:34:11,128427.0,Shuttle Tanker,berth,3,1 days 01:23:27,MONGSTAD
9833113.0,berth3,1,2022-08-10 05:40:50,2022-08-11 22:02:58,128427.0,Shuttle Tanker,berth,3,1 days 16:22:08,MONGSTAD
9438860.0,berth4,0,2022-07-21 21:39:01,2022-07-22 19:37:38,109239.0,Shuttle Tanker,berth,4,0 days 21:58:37,MONGSTAD
9814428.0,berth4,0,2022-06-14 17:12:34,2022-06-15 14:01:29,114396.0,Crude/Oil Products Tanker,berth,4,0 days 20:48:55,MONGSTAD
9833113.0,berth4,0,2022-12-05 13:30:54,2022-12-06 09:32:05,128427.0,Shuttle Tanker,berth,4,0 days 20:01:11,MONGSTAD
9438860.0,berth1,0,2022-11-11 21:02:53,2022-11-12 19:38:38,109239.0,Shuttle Tanker,berth,1,0 days 22:35:45,MONGSTAD
9920497.0,berth1,0,2022-11-25 16:19:41,2022-11-26 17:40:25,112095.0,Crude Oil Tanker,berth,1,1 days 01:20:44,MONGSTAD
9920497.0,berth1,1,2022-12-08 18:13:29,2022-12-09 21:52:47,112095.0,Crude Oil Tanker,berth,1,1 days 03:39:18,MONGSTAD
9759800.0,berth2,0,2022-11-15 14:42:48,2022-11-16 11:12:14,114055.0,Crude/Oil Products Tanker,berth,2,0 days 20:29:26,MONGSTAD
9724336.0,berth3,0,2022-09-23 22:42:21,2022-09-24 17:29:06,113611.0,Crude Oil Tanker,berth,3,0 days 18:46:45,MONGSTAD
9783899.0,berth3,1,2022-09-05 07:28:17,2022-09-06 04:34:45,108524.0,Crude Oil Tanker,berth,3,0 days 21:06:28,MONGSTAD
9783899.0,berth3,2,2022-09-18 08:25:30,2022-09-19 14:10:01,108524.0,Crude Oil Tanker,berth,3,1 days 05:44:31,MONGSTAD
9749556.0,berth1,0,2022-10-17 21:59:41,2022-10-18 16:41:23,113293.0,Crude/Oil Products Tanker,berth,1,0 days 18:41:42,MONGSTAD
9726580.0,berth1,0,2022-12-01 17:15:34,2022-12-02 14:50:07,109900.0,Crude/Oil Products Tanker,berth,1,0 days 21:34:33,MONGSTAD
9865104.0,berth1,0,2022-12-07 11:58:55,2022-12-08 13:27:38,115468.0,Crude/Oil Products Tanker,berth,1,1 days 01:28:43,MONGSTAD
9779965.0,berth3,0,2022-06-07 18:16:12,2022-06-08 21:12:24,113563.0,Crude Oil Tanker,berth,3,1 days 02:56:12,MONGSTAD
9779965.0,berth3,1,2022-07-23 22:34:14,2022-07-24 17:15:10,113563.0,Crude Oil Tanker,berth,3,0 days 18:40:56,MONGSTAD
9779965.0,berth3,2,2022-08-20 23:34:23,2022-08-21 22:39:11,113563.0,Crude Oil Tanker,berth,3,0 days 23:04:48,MONGSTAD
9779965.0,berth3,4,2022-09-10 18:11:25,2022-09-11 21:57:13,113563.0,Crude Oil Tanker,berth,3,1 days 03:45:48,MONGSTAD
9779965.0,berth3,5,2022-09-25 22:11:35,2022-09-26 17:20:50,113563.0,Crude Oil Tanker,berth,3,0 days 19:09:15,MONGSTAD
9779965.0,berth3,6,2022-10-09 09:35:42,2022-10-10 05:09:10,113563.0,Crude Oil Tanker,berth,3,0 days 19:33:28,MONGSTAD
9779965.0,berth3,8,2022-12-03 07:15:13,2022-12-04 06:57:59,113563.0,Crude Oil Tanker,berth,3,0 days 23:42:46,MONGSTAD
9779965.0,berth3,9,2022-12-15 22:05:36,2022-12-17 10:07:21,113563.0,Crude Oil Tanker,berth,3,1 days 12:01:45,MONGSTAD
